type;n;algo;threshold;time_ms
random;4300;hybrid;5;0
random;4400;hybrid;5;0
random;4500;hybrid;5;0
random;4600;hybrid;5;0
random;4700;hybrid;5;0
random;4800;hybrid;5;0
random;4900;hybrid;5;0
random;5000;hybrid;5;0
random;5100;hybrid;5;0
random;5200;hybrid;5;0
random;5300;hybrid;5;0
random;5400;hybrid;5;0
random;5500;hybrid;5;0
random;5600;hybrid;5;0
random;5700;hybrid;5;0
random;5800;hybrid;5;0
random;5900;hybrid;5;0
random;6000;hybrid;5;0
random;6100;hybrid;5;0
random;6200;hybrid;5;0
random;6300;hybrid;5;0
random;6400;hybrid;5;0
random;6500;hybrid;5;0
random;6600;hybrid;5;0
random;6700;hybrid;5;0
random;6800;hybrid;5;0
random;6900;hybrid;5;0
random;7000;hybrid;5;0
random;7100;hybrid;5;0
random;7200;hybrid;5;0
random;7300;hybrid;5;0
random;7400;hybrid;5;0
random;7500;hybrid;5;0
random;7600;hybrid;5;0
random;7700;hybrid;5;0
random;7800;hybrid;5;0
random;7900;hybrid;5;0
random;8000;hybrid;5;0
random;8100;hybrid;5;0
random;8200;hybrid;5;0
random;8300;hybrid;5;0
random;8400;hybrid;5;0
random;8500;hybrid;5;0
random;8600;hybrid;5;0
random;8700;hybrid;5;0
random;8800;hybrid;5;0
random;8900;hybrid;5;0
random;9000;hybrid;5;0
random;9100;hybrid;5;0
random;9200;hybrid;5;0
random;9300;hybrid;5;0
random;9400;hybrid;5;0
random;9500;hybrid;5;0
random;9600;hybrid;5;0
random;9700;hybrid;5;0
random;9800;hybrid;5;0
random;9900;hybrid;5;0
random;10000;hybrid;5;0
random;10100;hybrid;5;0
random;10200;hybrid;5;0
random;10300;hybrid;5;0
random;10400;hybrid;5;0
random;10500;hybrid;5;0
random;10600;hybrid;5;0
random;10700;hybrid;5;0
random;10800;hybrid;5;0
random;10900;hybrid;5;0
random;11000;hybrid;5;0
random;11100;hybrid;5;0
random;11200;hybrid;5;0
random;11300;hybrid;5;0
random;11400;hybrid;5;0
random;11500;hybrid;5;0
random;11600;hybrid;5;0
random;11700;hybrid;5;0
random;11800;hybrid;5;0
random;11900;hybrid;5;0
random;12000;hybrid;5;0
random;12100;hybrid;5;0
random;12200;hybrid;5;0
random;12300;hybrid;5;0
random;12400;hybrid;5;0
random;12500;hybrid;5;0
random;12600;hybrid;5;0
random;12700;hybrid;5;0
random;12800;hybrid;5;0
random;12900;hybrid;5;0
random;13000;hybrid;5;0
random;13100;hybrid;5;0
random;13200;hybrid;5;0
random;13300;hybrid;5;0
random;13400;hybrid;5;0
random;13500;hybrid;5;0
random;13600;hybrid;5;0
random;13700;hybrid;5;0
random;13800;hybrid;5;0
random;13900;hybrid;5;0
random;14000;hybrid;5;0
random;14100;hybrid;5;0
random;14200;hybrid;5;0
random;14300;hybrid;5;0
random;14400;hybrid;5;0
